label,goes_class
2010/12/21/HMI.m2010.12.21_06.00.00.jpg,0
2010/12/21/HMI.m2010.12.21_13.00.00.jpg,0
2010/12/22/HMI.m2010.12.22_00.00.00.jpg,0
2010/12/27/HMI.m2010.12.27_00.00.00.jpg,0
2011/01/02/HMI.m2011.01.02_00.00.00.jpg,0
2011/01/02/HMI.m2011.01.02_06.00.00.jpg,0
2011/01/03/HMI.m2011.01.03_15.00.00.jpg,0
2011/01/12/HMI.m2011.01.12_14.00.00.jpg,0
2011/01/14/HMI.m2011.01.14_10.00.00.jpg,0
2011/01/22/HMI.m2011.01.22_22.00.00.jpg,0
2011/01/25/HMI.m2011.01.25_19.00.00.jpg,0
2011/01/31/HMI.m2011.01.31_03.00.00.jpg,0
2011/02/06/HMI.m2011.02.06_07.00.00.jpg,0
2011/02/15/HMI.m2011.02.15_11.00.00.jpg,1
2011/02/17/HMI.m2011.02.17_17.00.00.jpg,1
2011/02/23/HMI.m2011.02.23_03.00.00.jpg,0
2011/02/24/HMI.m2011.02.24_22.00.00.jpg,0
2011/03/04/HMI.m2011.03.04_09.00.00.jpg,0
2011/03/07/HMI.m2011.03.07_01.00.00.jpg,1
2011/03/07/HMI.m2011.03.07_12.00.00.jpg,1
2011/03/14/HMI.m2011.03.14_10.00.00.jpg,1
2011/03/15/HMI.m2011.03.15_14.00.00.jpg,0
2011/03/17/HMI.m2011.03.17_02.00.00.jpg,0
2011/03/18/HMI.m2011.03.18_03.00.00.jpg,0
2011/03/22/HMI.m2011.03.22_14.00.00.jpg,1
2011/03/23/HMI.m2011.03.23_15.00.00.jpg,1
2011/03/25/HMI.m2011.03.25_15.00.00.jpg,1
2011/03/25/HMI.m2011.03.25_20.00.00.jpg,1
2011/03/28/HMI.m2011.03.28_23.00.00.jpg,0
2011/03/29/HMI.m2011.03.29_00.00.00.jpg,0
2011/04/30/HMI.m2011.04.30_12.00.00.jpg,0
2011/05/03/HMI.m2011.05.03_07.00.00.jpg,0
2011/05/03/HMI.m2011.05.03_12.00.00.jpg,0
2011/05/05/HMI.m2011.05.05_07.00.00.jpg,0
2011/05/07/HMI.m2011.05.07_01.00.00.jpg,0
2011/05/24/HMI.m2011.05.24_20.00.00.jpg,0
2011/05/28/HMI.m2011.05.28_19.00.00.jpg,1
2011/06/06/HMI.m2011.06.06_20.00.00.jpg,1
2011/06/07/HMI.m2011.06.07_00.00.00.jpg,1
2011/06/07/HMI.m2011.06.07_05.00.00.jpg,1
2011/06/10/HMI.m2011.06.10_02.00.00.jpg,0
2011/06/10/HMI.m2011.06.10_11.00.00.jpg,0
2011/06/10/HMI.m2011.06.10_12.00.00.jpg,0
2011/06/13/HMI.m2011.06.13_21.00.00.jpg,0
2011/06/14/HMI.m2011.06.14_18.00.00.jpg,1
2011/06/16/HMI.m2011.06.16_06.00.00.jpg,0
2011/10/01/HMI.m2011.10.01_14.00.00.jpg,1
2011/10/02/HMI.m2011.10.02_03.00.00.jpg,1
2011/10/07/HMI.m2011.10.07_19.00.00.jpg,0
2011/10/16/HMI.m2011.10.16_18.00.00.jpg,0
2011/10/19/HMI.m2011.10.19_16.00.00.jpg,1
2011/10/20/HMI.m2011.10.20_19.00.00.jpg,1
2011/10/21/HMI.m2011.10.21_00.00.00.jpg,1
2011/10/21/HMI.m2011.10.21_21.00.00.jpg,1
2011/10/22/HMI.m2011.10.22_04.00.00.jpg,1
2011/10/22/HMI.m2011.10.22_11.00.00.jpg,0
2011/10/25/HMI.m2011.10.25_17.00.00.jpg,0
2011/11/02/HMI.m2011.11.02_05.00.00.jpg,1
2011/11/03/HMI.m2011.11.03_16.00.00.jpg,1
2011/11/09/HMI.m2011.11.09_02.00.00.jpg,1
2011/12/15/HMI.m2011.12.15_01.00.00.jpg,0
2011/12/20/HMI.m2011.12.20_06.00.00.jpg,0
2011/12/25/HMI.m2011.12.25_01.00.00.jpg,1
2011/12/31/HMI.m2011.12.31_00.00.00.jpg,1
2012/01/22/HMI.m2012.01.22_05.00.00.jpg,1
2012/03/12/HMI.m2012.03.12_21.00.00.jpg,1
2012/03/12/HMI.m2012.03.12_23.00.00.jpg,1
2012/03/13/HMI.m2012.03.13_01.00.00.jpg,1
2012/03/13/HMI.m2012.03.13_03.00.00.jpg,1
2012/03/14/HMI.m2012.03.14_17.00.00.jpg,1
2012/03/18/HMI.m2012.03.18_12.00.00.jpg,0
2012/03/19/HMI.m2012.03.19_21.00.00.jpg,0
2012/03/23/HMI.m2012.03.23_02.00.00.jpg,1
2012/03/25/HMI.m2012.03.25_15.00.00.jpg,0
2012/03/26/HMI.m2012.03.26_05.00.00.jpg,0
2012/04/03/HMI.m2012.04.03_22.00.00.jpg,0
2012/04/04/HMI.m2012.04.04_04.00.00.jpg,0
2012/04/16/HMI.m2012.04.16_12.00.00.jpg,1
2012/04/16/HMI.m2012.04.16_15.00.00.jpg,1
2012/04/26/HMI.m2012.04.26_10.00.00.jpg,1
2012/05/07/HMI.m2012.05.07_11.00.00.jpg,1
2012/05/08/HMI.m2012.05.08_08.00.00.jpg,1
2012/05/09/HMI.m2012.05.09_13.00.00.jpg,1
2012/05/10/HMI.m2012.05.10_01.00.00.jpg,1
2012/05/10/HMI.m2012.05.10_19.00.00.jpg,1
2012/05/11/HMI.m2012.05.11_00.00.00.jpg,0
2012/05/13/HMI.m2012.05.13_05.00.00.jpg,0
2012/05/17/HMI.m2012.05.17_08.00.00.jpg,0
2012/05/21/HMI.m2012.05.21_01.00.00.jpg,0
