label,goes_class
2010/12/06/HMI.m2010.12.06_13.00.00.jpg,0
2010/12/08/HMI.m2010.12.08_06.00.00.jpg,0
2010/12/08/HMI.m2010.12.08_14.00.00.jpg,0
2010/12/08/HMI.m2010.12.08_15.00.00.jpg,0
2010/12/10/HMI.m2010.12.10_08.00.00.jpg,0
2010/12/11/HMI.m2010.12.11_00.00.00.jpg,0
2010/12/11/HMI.m2010.12.11_17.00.00.jpg,0
2010/12/11/HMI.m2010.12.11_18.00.00.jpg,0
2010/12/12/HMI.m2010.12.12_00.00.00.jpg,0
2010/12/12/HMI.m2010.12.12_23.00.00.jpg,0
2010/12/13/HMI.m2010.12.13_14.00.00.jpg,0
2010/12/14/HMI.m2010.12.14_08.00.00.jpg,0
2010/12/14/HMI.m2010.12.14_15.00.00.jpg,0
2010/12/16/HMI.m2010.12.16_05.00.00.jpg,0
2010/12/16/HMI.m2010.12.16_23.00.00.jpg,0
2010/12/17/HMI.m2010.12.17_07.00.00.jpg,0
2010/12/17/HMI.m2010.12.17_23.00.00.jpg,0
2010/12/18/HMI.m2010.12.18_06.00.00.jpg,0
2010/12/18/HMI.m2010.12.18_12.00.00.jpg,0
2010/12/19/HMI.m2010.12.19_06.00.00.jpg,0
2010/12/19/HMI.m2010.12.19_13.00.00.jpg,0
2010/12/19/HMI.m2010.12.19_14.00.00.jpg,0
2010/12/20/HMI.m2010.12.20_12.00.00.jpg,0
2010/12/20/HMI.m2010.12.20_13.00.00.jpg,0
2010/12/21/HMI.m2010.12.21_05.00.00.jpg,0
2010/12/21/HMI.m2010.12.21_06.00.00.jpg,0
2010/12/21/HMI.m2010.12.21_13.00.00.jpg,0
2010/12/21/HMI.m2010.12.21_20.00.00.jpg,0
2010/12/22/HMI.m2010.12.22_00.00.00.jpg,0
2010/12/22/HMI.m2010.12.22_02.00.00.jpg,0
2010/12/22/HMI.m2010.12.22_03.00.00.jpg,0
2010/12/22/HMI.m2010.12.22_09.00.00.jpg,0
2010/12/22/HMI.m2010.12.22_11.00.00.jpg,0
2010/12/24/HMI.m2010.12.24_13.00.00.jpg,0
2010/12/27/HMI.m2010.12.27_00.00.00.jpg,0
2010/12/27/HMI.m2010.12.27_04.00.00.jpg,0
2010/12/27/HMI.m2010.12.27_15.00.00.jpg,0
2010/12/28/HMI.m2010.12.28_06.00.00.jpg,0
2010/12/29/HMI.m2010.12.29_08.00.00.jpg,0
2010/12/29/HMI.m2010.12.29_19.00.00.jpg,0
2010/12/30/HMI.m2010.12.30_07.00.00.jpg,0
2010/12/31/HMI.m2010.12.31_20.00.00.jpg,0
2011/01/01/HMI.m2011.01.01_08.00.00.jpg,0
2011/01/01/HMI.m2011.01.01_22.00.00.jpg,0
2011/01/02/HMI.m2011.01.02_00.00.00.jpg,0
2011/01/02/HMI.m2011.01.02_02.00.00.jpg,0
2011/01/02/HMI.m2011.01.02_03.00.00.jpg,0
2011/01/02/HMI.m2011.01.02_04.00.00.jpg,0
2011/01/02/HMI.m2011.01.02_06.00.00.jpg,0
2011/01/02/HMI.m2011.01.02_17.00.00.jpg,0
2011/01/03/HMI.m2011.01.03_11.00.00.jpg,0
2011/01/03/HMI.m2011.01.03_15.00.00.jpg,0
2011/01/04/HMI.m2011.01.04_07.00.00.jpg,0
2011/01/05/HMI.m2011.01.05_08.00.00.jpg,0
2011/01/06/HMI.m2011.01.06_01.00.00.jpg,0
2011/01/06/HMI.m2011.01.06_04.00.00.jpg,0
2011/01/06/HMI.m2011.01.06_12.00.00.jpg,0
2011/01/06/HMI.m2011.01.06_22.00.00.jpg,0
2011/01/07/HMI.m2011.01.07_09.00.00.jpg,0
2011/01/07/HMI.m2011.01.07_14.00.00.jpg,0
2011/01/08/HMI.m2011.01.08_07.00.00.jpg,0
2011/01/08/HMI.m2011.01.08_08.00.00.jpg,0
2011/01/09/HMI.m2011.01.09_12.00.00.jpg,0
2011/01/09/HMI.m2011.01.09_23.00.00.jpg,0
2011/01/10/HMI.m2011.01.10_00.00.00.jpg,0
2011/01/11/HMI.m2011.01.11_02.00.00.jpg,0
2011/01/11/HMI.m2011.01.11_16.00.00.jpg,0
2011/01/11/HMI.m2011.01.11_21.00.00.jpg,0
2011/01/12/HMI.m2011.01.12_14.00.00.jpg,0
2011/01/13/HMI.m2011.01.13_12.00.00.jpg,0
2011/01/14/HMI.m2011.01.14_06.00.00.jpg,0
2011/01/14/HMI.m2011.01.14_10.00.00.jpg,0
2011/01/15/HMI.m2011.01.15_03.00.00.jpg,0
2011/01/19/HMI.m2011.01.19_09.00.00.jpg,0
2011/01/20/HMI.m2011.01.20_06.00.00.jpg,0
2011/01/20/HMI.m2011.01.20_08.00.00.jpg,0
2011/01/20/HMI.m2011.01.20_11.00.00.jpg,0
2011/01/20/HMI.m2011.01.20_21.00.00.jpg,0
2011/01/21/HMI.m2011.01.21_09.00.00.jpg,0
2011/01/21/HMI.m2011.01.21_10.00.00.jpg,0
2011/01/22/HMI.m2011.01.22_09.00.00.jpg,0
2011/01/22/HMI.m2011.01.22_12.00.00.jpg,0
