label,goes_class
2017/01/03/HMI.m2017.01.03_06.00.00.jpg,0
2017/01/04/HMI.m2017.01.04_03.00.00.jpg,0
2017/01/04/HMI.m2017.01.04_12.00.00.jpg,0
2017/01/05/HMI.m2017.01.05_06.00.00.jpg,0
2017/01/06/HMI.m2017.01.06_05.00.00.jpg,0
2017/01/06/HMI.m2017.01.06_12.00.00.jpg,0
2017/01/06/HMI.m2017.01.06_13.00.00.jpg,0
2017/01/08/HMI.m2017.01.08_15.00.00.jpg,0
2017/01/08/HMI.m2017.01.08_16.00.00.jpg,0
2017/01/09/HMI.m2017.01.09_10.00.00.jpg,0
2017/01/09/HMI.m2017.01.09_22.00.00.jpg,0
2017/01/10/HMI.m2017.01.10_12.00.00.jpg,0
2017/01/10/HMI.m2017.01.10_16.00.00.jpg,0
2017/01/10/HMI.m2017.01.10_20.00.00.jpg,0
2017/01/10/HMI.m2017.01.10_22.00.00.jpg,0
2017/01/11/HMI.m2017.01.11_06.00.00.jpg,0
2017/01/12/HMI.m2017.01.12_21.00.00.jpg,0
2017/01/13/HMI.m2017.01.13_02.00.00.jpg,0
2017/01/14/HMI.m2017.01.14_16.00.00.jpg,0
2017/01/15/HMI.m2017.01.15_19.00.00.jpg,0
2017/01/16/HMI.m2017.01.16_04.00.00.jpg,0
2017/01/19/HMI.m2017.01.19_22.00.00.jpg,0
2017/01/20/HMI.m2017.01.20_05.00.00.jpg,0
2017/01/21/HMI.m2017.01.21_14.00.00.jpg,0
2017/01/24/HMI.m2017.01.24_21.00.00.jpg,0
2017/01/25/HMI.m2017.01.25_03.00.00.jpg,0
2017/01/25/HMI.m2017.01.25_09.00.00.jpg,0
2017/01/26/HMI.m2017.01.26_01.00.00.jpg,0
2017/01/27/HMI.m2017.01.27_00.00.00.jpg,0
2017/01/29/HMI.m2017.01.29_16.00.00.jpg,0
2017/01/30/HMI.m2017.01.30_04.00.00.jpg,0
2017/01/30/HMI.m2017.01.30_14.00.00.jpg,0
2017/01/30/HMI.m2017.01.30_22.00.00.jpg,0
2017/02/01/HMI.m2017.02.01_10.00.00.jpg,0
2017/02/01/HMI.m2017.02.01_16.00.00.jpg,0
2017/02/06/HMI.m2017.02.06_05.00.00.jpg,0
2017/02/09/HMI.m2017.02.09_18.00.00.jpg,0
2017/02/14/HMI.m2017.02.14_06.00.00.jpg,0
2017/02/16/HMI.m2017.02.16_23.00.00.jpg,0
2017/02/19/HMI.m2017.02.19_16.00.00.jpg,0
2017/02/20/HMI.m2017.02.20_03.00.00.jpg,0
2017/02/20/HMI.m2017.02.20_15.00.00.jpg,0
2017/02/21/HMI.m2017.02.21_02.00.00.jpg,0
2017/02/21/HMI.m2017.02.21_12.00.00.jpg,0
2017/02/22/HMI.m2017.02.22_03.00.00.jpg,0
2017/02/22/HMI.m2017.02.22_20.00.00.jpg,0
2017/02/23/HMI.m2017.02.23_12.00.00.jpg,0
2017/02/26/HMI.m2017.02.26_12.00.00.jpg,0
2017/02/26/HMI.m2017.02.26_13.00.00.jpg,0
2017/02/28/HMI.m2017.02.28_04.00.00.jpg,0
2017/02/28/HMI.m2017.02.28_16.00.00.jpg,0
2017/03/01/HMI.m2017.03.01_09.00.00.jpg,0
2017/03/02/HMI.m2017.03.02_15.00.00.jpg,0
2017/03/04/HMI.m2017.03.04_00.00.00.jpg,0
2017/03/04/HMI.m2017.03.04_09.00.00.jpg,0
2017/03/04/HMI.m2017.03.04_10.00.00.jpg,0
2017/03/04/HMI.m2017.03.04_22.00.00.jpg,0
2017/03/05/HMI.m2017.03.05_00.00.00.jpg,0
2017/03/05/HMI.m2017.03.05_04.00.00.jpg,0
2017/03/06/HMI.m2017.03.06_22.00.00.jpg,0
2017/03/07/HMI.m2017.03.07_09.00.00.jpg,0
2017/03/07/HMI.m2017.03.07_10.00.00.jpg,0
2017/03/07/HMI.m2017.03.07_12.00.00.jpg,0
2017/03/08/HMI.m2017.03.08_04.00.00.jpg,0
