label,goes_class
2015/01/03/HMI.m2015.01.03_11.00.00.jpg,0
2015/01/04/HMI.m2015.01.04_13.00.00.jpg,1
2015/01/11/HMI.m2015.01.11_05.00.00.jpg,0
2015/01/12/HMI.m2015.01.12_21.00.00.jpg,1
2015/01/13/HMI.m2015.01.13_04.00.00.jpg,1
2015/01/13/HMI.m2015.01.13_17.00.00.jpg,1
2015/01/19/HMI.m2015.01.19_23.00.00.jpg,0
2015/01/20/HMI.m2015.01.20_12.00.00.jpg,0
2015/01/21/HMI.m2015.01.21_21.00.00.jpg,1
2015/01/23/HMI.m2015.01.23_09.00.00.jpg,0
2015/01/25/HMI.m2015.01.25_18.00.00.jpg,1
2015/01/27/HMI.m2015.01.27_19.00.00.jpg,1
2015/01/28/HMI.m2015.01.28_16.00.00.jpg,1
2015/01/28/HMI.m2015.01.28_23.00.00.jpg,1
2015/01/29/HMI.m2015.01.29_16.00.00.jpg,1
2015/02/01/HMI.m2015.02.01_14.00.00.jpg,0
2015/02/03/HMI.m2015.02.03_04.00.00.jpg,1
2015/02/03/HMI.m2015.02.03_05.00.00.jpg,1
2015/02/03/HMI.m2015.02.03_16.00.00.jpg,1
2015/02/04/HMI.m2015.02.04_11.00.00.jpg,0
2015/02/06/HMI.m2015.02.06_21.00.00.jpg,0
2015/02/08/HMI.m2015.02.08_07.00.00.jpg,0
2015/02/10/HMI.m2015.02.10_02.00.00.jpg,0
2015/02/16/HMI.m2015.02.16_13.00.00.jpg,0
2015/02/21/HMI.m2015.02.21_23.00.00.jpg,0
2015/03/08/HMI.m2015.03.08_22.00.00.jpg,1
2015/03/09/HMI.m2015.03.09_01.00.00.jpg,1
2015/03/11/HMI.m2015.03.11_05.00.00.jpg,1
2015/03/12/HMI.m2015.03.12_01.00.00.jpg,1
2015/03/12/HMI.m2015.03.12_16.00.00.jpg,1
2015/03/13/HMI.m2015.03.13_08.00.00.jpg,1
2015/03/15/HMI.m2015.03.15_06.00.00.jpg,1
2015/03/19/HMI.m2015.03.19_03.00.00.jpg,0
2015/03/25/HMI.m2015.03.25_09.00.00.jpg,0
2015/03/26/HMI.m2015.03.26_09.00.00.jpg,0
2015/04/08/HMI.m2015.04.08_00.00.00.jpg,1
2015/04/08/HMI.m2015.04.08_06.00.00.jpg,1
2015/04/08/HMI.m2015.04.08_10.00.00.jpg,1
2015/04/12/HMI.m2015.04.12_04.00.00.jpg,1
2015/04/20/HMI.m2015.04.20_18.00.00.jpg,1
2015/04/22/HMI.m2015.04.22_10.00.00.jpg,1
2015/05/01/HMI.m2015.05.01_02.00.00.jpg,0
2015/05/05/HMI.m2015.05.05_03.00.00.jpg,1
2015/05/08/HMI.m2015.05.08_21.00.00.jpg,0
2015/05/17/HMI.m2015.05.17_20.00.00.jpg,0
2015/05/28/HMI.m2015.05.28_03.00.00.jpg,0
2015/06/08/HMI.m2015.06.08_18.00.00.jpg,0
2015/06/09/HMI.m2015.06.09_13.00.00.jpg,0
