label,goes_class
2015/01/02/HMI.m2015.01.02_13.00.00.jpg,1
2015/01/02/HMI.m2015.01.02_15.00.00.jpg,1
2015/01/02/HMI.m2015.01.02_21.00.00.jpg,1
2015/01/03/HMI.m2015.01.03_00.00.00.jpg,1
2015/01/03/HMI.m2015.01.03_02.00.00.jpg,1
2015/01/03/HMI.m2015.01.03_05.00.00.jpg,1
2015/01/03/HMI.m2015.01.03_08.00.00.jpg,1
2015/01/03/HMI.m2015.01.03_09.00.00.jpg,1
2015/01/03/HMI.m2015.01.03_11.00.00.jpg,0
2015/01/03/HMI.m2015.01.03_14.00.00.jpg,0
2015/01/03/HMI.m2015.01.03_17.00.00.jpg,1
2015/01/03/HMI.m2015.01.03_19.00.00.jpg,1
2015/01/03/HMI.m2015.01.03_21.00.00.jpg,1
2015/01/04/HMI.m2015.01.04_13.00.00.jpg,1
2015/01/04/HMI.m2015.01.04_14.00.00.jpg,1
2015/01/04/HMI.m2015.01.04_15.00.00.jpg,1
2015/01/05/HMI.m2015.01.05_02.00.00.jpg,0
2015/01/05/HMI.m2015.01.05_19.00.00.jpg,0
2015/01/07/HMI.m2015.01.07_14.00.00.jpg,0
2015/01/11/HMI.m2015.01.11_05.00.00.jpg,0
2015/01/12/HMI.m2015.01.12_09.00.00.jpg,1
2015/01/12/HMI.m2015.01.12_14.00.00.jpg,1
2015/01/12/HMI.m2015.01.12_19.00.00.jpg,1
2015/01/12/HMI.m2015.01.12_21.00.00.jpg,1
2015/01/13/HMI.m2015.01.13_00.00.00.jpg,1
2015/01/13/HMI.m2015.01.13_03.00.00.jpg,1
2015/01/13/HMI.m2015.01.13_04.00.00.jpg,1
2015/01/13/HMI.m2015.01.13_17.00.00.jpg,1
2015/01/13/HMI.m2015.01.13_18.00.00.jpg,1
2015/01/13/HMI.m2015.01.13_21.00.00.jpg,1
2015/01/14/HMI.m2015.01.14_06.00.00.jpg,1
2015/01/14/HMI.m2015.01.14_10.00.00.jpg,1
2015/01/18/HMI.m2015.01.18_17.00.00.jpg,0
2015/01/19/HMI.m2015.01.19_05.00.00.jpg,0
2015/01/19/HMI.m2015.01.19_18.00.00.jpg,0
2015/01/19/HMI.m2015.01.19_23.00.00.jpg,0
2015/01/20/HMI.m2015.01.20_12.00.00.jpg,0
2015/01/21/HMI.m2015.01.21_05.00.00.jpg,1
2015/01/21/HMI.m2015.01.21_11.00.00.jpg,1
2015/01/21/HMI.m2015.01.21_16.00.00.jpg,1
2015/01/21/HMI.m2015.01.21_18.00.00.jpg,1
2015/01/21/HMI.m2015.01.21_19.00.00.jpg,1
2015/01/21/HMI.m2015.01.21_21.00.00.jpg,1
2015/01/21/HMI.m2015.01.21_23.00.00.jpg,1
2015/01/22/HMI.m2015.01.22_00.00.00.jpg,1
2015/01/22/HMI.m2015.01.22_03.00.00.jpg,1
2015/01/22/HMI.m2015.01.22_07.00.00.jpg,0
2015/01/23/HMI.m2015.01.23_09.00.00.jpg,0
2015/01/23/HMI.m2015.01.23_22.00.00.jpg,0
2015/01/24/HMI.m2015.01.24_01.00.00.jpg,0
2015/01/25/HMI.m2015.01.25_18.00.00.jpg,1
2015/01/26/HMI.m2015.01.26_01.00.00.jpg,1
2015/01/26/HMI.m2015.01.26_06.00.00.jpg,1
2015/01/26/HMI.m2015.01.26_07.00.00.jpg,1
2015/01/26/HMI.m2015.01.26_09.00.00.jpg,1
2015/01/26/HMI.m2015.01.26_13.00.00.jpg,1
2015/01/26/HMI.m2015.01.26_16.00.00.jpg,1
2015/01/27/HMI.m2015.01.27_05.00.00.jpg,1
2015/01/27/HMI.m2015.01.27_06.00.00.jpg,1
2015/01/27/HMI.m2015.01.27_07.00.00.jpg,1
2015/01/27/HMI.m2015.01.27_08.00.00.jpg,1
2015/01/27/HMI.m2015.01.27_13.00.00.jpg,1
2015/01/27/HMI.m2015.01.27_14.00.00.jpg,1
2015/01/27/HMI.m2015.01.27_16.00.00.jpg,1
2015/01/27/HMI.m2015.01.27_19.00.00.jpg,1
2015/01/27/HMI.m2015.01.27_20.00.00.jpg,1
2015/01/28/HMI.m2015.01.28_01.00.00.jpg,1
2015/01/28/HMI.m2015.01.28_06.00.00.jpg,1
2015/01/28/HMI.m2015.01.28_09.00.00.jpg,1
2015/01/28/HMI.m2015.01.28_10.00.00.jpg,1
2015/01/28/HMI.m2015.01.28_11.00.00.jpg,1
2015/01/28/HMI.m2015.01.28_16.00.00.jpg,1
2015/01/28/HMI.m2015.01.28_23.00.00.jpg,1
2015/01/29/HMI.m2015.01.29_04.00.00.jpg,1
