label,goes_class
2013/01/09/HMI.m2013.01.09_13.00.00.jpg,0
2013/01/14/HMI.m2013.01.14_23.00.00.jpg,0
2013/01/25/HMI.m2013.01.25_11.00.00.jpg,0
2013/01/28/HMI.m2013.01.28_23.00.00.jpg,0
2013/01/30/HMI.m2013.01.30_02.00.00.jpg,0
2013/01/31/HMI.m2013.01.31_16.00.00.jpg,0
2013/02/03/HMI.m2013.02.03_13.00.00.jpg,0
2013/02/04/HMI.m2013.02.04_21.00.00.jpg,0
2013/02/08/HMI.m2013.02.08_12.00.00.jpg,0
2013/02/18/HMI.m2013.02.18_11.00.00.jpg,0
2013/02/19/HMI.m2013.02.19_19.00.00.jpg,0
2013/02/20/HMI.m2013.02.20_14.00.00.jpg,0
2013/02/24/HMI.m2013.02.24_20.00.00.jpg,0
2013/03/05/HMI.m2013.03.05_01.00.00.jpg,1
2013/04/01/HMI.m2013.04.01_17.00.00.jpg,0
2013/04/21/HMI.m2013.04.21_12.00.00.jpg,1
2013/04/21/HMI.m2013.04.21_14.00.00.jpg,1
2013/04/22/HMI.m2013.04.22_04.00.00.jpg,1
2013/04/22/HMI.m2013.04.22_10.00.00.jpg,1
2013/05/01/HMI.m2013.05.01_11.00.00.jpg,1
2013/05/03/HMI.m2013.05.03_12.00.00.jpg,1
2013/05/05/HMI.m2013.05.05_17.00.00.jpg,1
2013/05/07/HMI.m2013.05.07_02.00.00.jpg,0
2013/05/14/HMI.m2013.05.14_20.00.00.jpg,1
2013/06/11/HMI.m2013.06.11_17.00.00.jpg,0
2013/06/20/HMI.m2013.06.20_22.00.00.jpg,1
2013/06/22/HMI.m2013.06.22_11.00.00.jpg,0
2013/10/02/HMI.m2013.10.02_16.00.00.jpg,0
2013/10/02/HMI.m2013.10.02_19.00.00.jpg,0
2013/10/08/HMI.m2013.10.08_07.00.00.jpg,1
2013/10/10/HMI.m2013.10.10_21.00.00.jpg,1
2013/10/12/HMI.m2013.10.12_13.00.00.jpg,1
2013/10/14/HMI.m2013.10.14_23.00.00.jpg,1
2013/10/21/HMI.m2013.10.21_09.00.00.jpg,1
2013/10/22/HMI.m2013.10.22_23.00.00.jpg,1
2013/10/24/HMI.m2013.10.24_07.00.00.jpg,1
2013/10/25/HMI.m2013.10.25_06.00.00.jpg,1
2013/10/25/HMI.m2013.10.25_16.00.00.jpg,1
2013/10/27/HMI.m2013.10.27_02.00.00.jpg,1
2013/10/30/HMI.m2013.10.30_18.00.00.jpg,1
2013/11/01/HMI.m2013.11.01_14.00.00.jpg,1
2013/11/04/HMI.m2013.11.04_00.00.00.jpg,0
2013/11/05/HMI.m2013.11.05_21.00.00.jpg,1
2013/11/08/HMI.m2013.11.08_01.00.00.jpg,1
2013/11/14/HMI.m2013.11.14_06.00.00.jpg,1
2013/12/04/HMI.m2013.12.04_15.00.00.jpg,0
2013/12/06/HMI.m2013.12.06_15.00.00.jpg,1
2013/12/19/HMI.m2013.12.19_19.00.00.jpg,1
2013/12/24/HMI.m2013.12.24_05.00.00.jpg,0
2013/12/31/HMI.m2013.12.31_02.00.00.jpg,1
2014/01/05/HMI.m2014.01.05_13.00.00.jpg,0
2014/01/07/HMI.m2014.01.07_02.00.00.jpg,1
2014/02/02/HMI.m2014.02.02_20.00.00.jpg,1
2014/02/03/HMI.m2014.02.03_08.00.00.jpg,1
2014/02/04/HMI.m2014.02.04_01.00.00.jpg,1
2014/02/09/HMI.m2014.02.09_06.00.00.jpg,1
2014/02/09/HMI.m2014.02.09_13.00.00.jpg,1
2014/02/11/HMI.m2014.02.11_07.00.00.jpg,1
2014/02/14/HMI.m2014.02.14_17.00.00.jpg,0
2014/02/19/HMI.m2014.02.19_16.00.00.jpg,1
2014/02/21/HMI.m2014.02.21_08.00.00.jpg,0
2014/02/21/HMI.m2014.02.21_11.00.00.jpg,0
2014/02/22/HMI.m2014.02.22_11.00.00.jpg,1
2014/02/22/HMI.m2014.02.22_20.00.00.jpg,1
2014/02/24/HMI.m2014.02.24_03.00.00.jpg,1
2014/02/24/HMI.m2014.02.24_17.00.00.jpg,1
2014/02/27/HMI.m2014.02.27_01.00.00.jpg,1
2014/03/02/HMI.m2014.03.02_13.00.00.jpg,1
2014/03/12/HMI.m2014.03.12_11.00.00.jpg,1
2014/03/12/HMI.m2014.03.12_21.00.00.jpg,1
2014/03/17/HMI.m2014.03.17_01.00.00.jpg,0
2014/03/17/HMI.m2014.03.17_10.00.00.jpg,0
2014/03/18/HMI.m2014.03.18_03.00.00.jpg,0
2014/03/19/HMI.m2014.03.19_06.00.00.jpg,1
2014/03/21/HMI.m2014.03.21_21.00.00.jpg,1
2014/03/29/HMI.m2014.03.29_08.00.00.jpg,1
2014/03/30/HMI.m2014.03.30_14.00.00.jpg,1
2014/04/02/HMI.m2014.04.02_10.00.00.jpg,1
2014/04/04/HMI.m2014.04.04_00.00.00.jpg,0
2014/04/05/HMI.m2014.04.05_14.00.00.jpg,0
2014/04/06/HMI.m2014.04.06_12.00.00.jpg,0
2014/04/19/HMI.m2014.04.19_07.00.00.jpg,0
2014/04/21/HMI.m2014.04.21_14.00.00.jpg,0
2014/04/22/HMI.m2014.04.22_17.00.00.jpg,0
2014/04/24/HMI.m2014.04.24_06.00.00.jpg,1
2014/04/27/HMI.m2014.04.27_01.00.00.jpg,0
2014/05/01/HMI.m2014.05.01_19.00.00.jpg,0
2014/05/04/HMI.m2014.05.04_01.00.00.jpg,0
2014/05/05/HMI.m2014.05.05_04.00.00.jpg,0
2014/05/05/HMI.m2014.05.05_18.00.00.jpg,1
2014/05/06/HMI.m2014.05.06_04.00.00.jpg,1
2014/05/15/HMI.m2014.05.15_05.00.00.jpg,0
2014/05/16/HMI.m2014.05.16_13.00.00.jpg,0
2014/05/17/HMI.m2014.05.17_03.00.00.jpg,0
2014/05/21/HMI.m2014.05.21_05.00.00.jpg,0
2014/05/22/HMI.m2014.05.22_11.00.00.jpg,0
2014/05/25/HMI.m2014.05.25_10.00.00.jpg,0
2014/05/31/HMI.m2014.05.31_00.00.00.jpg,0
2014/06/07/HMI.m2014.06.07_13.00.00.jpg,0
2014/06/08/HMI.m2014.06.08_07.00.00.jpg,0
2014/06/11/HMI.m2014.06.11_04.00.00.jpg,1
2014/06/20/HMI.m2014.06.20_21.00.00.jpg,0
2014/06/24/HMI.m2014.06.24_08.00.00.jpg,0
2014/06/30/HMI.m2014.06.30_23.00.00.jpg,1
2014/10/04/HMI.m2014.10.04_23.00.00.jpg,0
2014/10/18/HMI.m2014.10.18_00.00.00.jpg,1
2014/10/18/HMI.m2014.10.18_11.00.00.jpg,1
2014/10/20/HMI.m2014.10.20_17.00.00.jpg,1
2014/10/27/HMI.m2014.10.27_04.00.00.jpg,1
2014/10/29/HMI.m2014.10.29_03.00.00.jpg,1
2014/11/05/HMI.m2014.11.05_17.00.00.jpg,1
2014/11/10/HMI.m2014.11.10_14.00.00.jpg,0
2014/11/18/HMI.m2014.11.18_18.00.00.jpg,0
2014/11/18/HMI.m2014.11.18_20.00.00.jpg,0
2014/11/19/HMI.m2014.11.19_04.00.00.jpg,0
2014/11/22/HMI.m2014.11.22_22.00.00.jpg,0
2014/11/24/HMI.m2014.11.24_04.00.00.jpg,0
2014/11/26/HMI.m2014.11.26_02.00.00.jpg,0
